timestamp,nf_type,nf_id,registration_attempts,registration_successes,pdu_session_attempts,pdu_session_successes,session_releases,n3_dl_packets,n3_ul_packets,n3_dl_drop,n3_ul_drop,cpu_percent,memory_percent
2026-03-24T08:45:00Z,SMF,smf-02,,,6400.0,6297.0,125.0,,,,,55.0,66.07
2026-03-24T09:00:00Z,SMF,smf-02,,,6509.0,6368.0,397.0,,,,,55.18,67.34
2026-03-24T08:30:00Z,UPF,upf-01,,,,,,14796692.0,8937824.0,915.0,206.0,64.74,57.48
2026-03-24T08:45:00Z,UPF,upf-01,,,,,,9505010.0,6441563.0,287.0,255.0,60.59,51.69
2026-03-24T09:00:00Z,UPF,upf-01,,,,,,10767802.0,7500251.0,657.0,214.0,63.41,53.05
2026-03-24T08:30:00Z,UPF,upf-02,193.0,,,,,12460752.0,8662450.0,255.0,266.0,45.13,41.77
2026-03-24T08:45:00Z,UPF,upf-02,,,,,,9919763.0,6955559.0,556.0,61.0,42.28,41.68
2026-03-24T09:00:00Z,UPF,upf-02,,,,,,11468984.0,7672173.0,740.0,325.0,45.68,38.74
2026-03-24T09:00:00Z,AMF,amf-01,4014.0,3905.0,,,,,,,,42.3,45.12
2026-03-24T09:15:00Z,AMF,amf-01,5975.0,5874.0,,,,,,,,45.18,42.28
2026-03-24T09:30:00Z,AMF,amf-01,3811.0,3773.0,,,,,,,,46.7,45.56
2026-03-24T09:00:00Z,AMF,amf-02,4816.0,4677.0,,,,,,,,41.08,69.14
2026-03-24T09:15:00Z,AMF,amf-02,4792.0,4706.0,,,,,,,,44.74,64.41
2026-03-24T09:30:00Z,AMF,amf-02,5392.0,5263.0,,,,,,,,41.84,59.69
2026-03-24T09:00:00Z,SMF,smf-01,,,5595.0,5492.0,231.0,,,,,76.63,71.15
2026-03-24T09:15:00Z,SMF,smf-01,,,5969.0,5757.0,253.0,,,,,76.85,66.81
2026-03-24T09:30:00Z,SMF,smf-01,,,5217.0,5097.0,358.0,,,,,68.96,70.76
2026-03-24T09:00:00Z,SMF,smf-02,,,6851.0,,144.0,,,,,65.27,74.36
2026-03-24T09:15:00Z,SMF,smf-02,,,8404.0,8179.0,287.0,,,,,72.88,75.77
2026-03-24T09:30:00Z,SMF,smf-02,,,4619.0,4489.0,365.0,,,,,64.7,76.32
2026-03-24T09:00:00Z,UPF,upf-01,,,,,,15179983.0,10087216.0,111.0,494.0,68.86,45.84
2026-03-24T09:15:00Z,UPF,upf-01,,,,,,9321086.0,7297032.0,245.0,396.0,76.85,46.66
2026-03-24T09:30:00Z,UPF,upf-01,,,,,,12293591.0,9019182.0,417.0,422.0,79.89,44.55
2026-03-24T09:00:00Z,UPF,upf-02,,,,,,10281473.0,7306572.0,663.0,271.0,71.5,44.79
2026-03-24T09:15:00Z,UPF,upf-02,,,,,,12251209.0,7358396.0,665.0,381.0,77.76,45.93
2026-03-24T09:30:00Z,UPF,upf-02,,,,,,13709869.0,9103523.0,1875.0,1625.0,83.62,39.75
2026-03-24T09:30:00Z,AMF,amf-01,4031.0,3999.0,,,,,,,,44.2,41.68
2026-03-24T09:45:00Z,AMF,amf-01,4291.0,4220.0,,,,,,,,42.03,41.44
2026-03-24T10:00:00Z,AMF,amf-01,4216.0,4166.0,,,,,,,,42.52,38.9
2026-03-24T09:30:00Z,AMF,amf-02,5184.0,5054.0,,,,,,,,65.22,63.48
2026-03-24T09:45:00Z,AMF,amf-02,6277.0,6180.0,,,,,,,,65.93,58.66
2026-03-24T10:00:00Z,AMF,amf-02,5443.0,5311.0,,,,,,,,73.41,58.76
2026-03-24T09:30:00Z,SMF,smf-01,,,5532.0,5422.0,381.0,,,,,52.14,67.24
2026-03-24T09:45:00Z,SMF,smf-01,,,6994.0,6912.0,243.0,,,,,51.15,59.84
2026-03-24T10:00:00Z,SMF,smf-01,,,7578.0,,176.0,,,,,51.06,67.71
2026-03-24T09:30:00Z,SMF,smf-02,,,6619.0,6470.0,215.0,,,,,46.05,45.99
2026-03-24T09:45:00Z,SMF,smf-02,,,7825.0,7583.0,349.0,,,,,48.02,45.18
2026-03-24T10:00:00Z,SMF,smf-02,,,4666.0,4575.0,347.0,,,,,49.07,40.09
2026-03-24T09:30:00Z,UPF,upf-01,,,,,,12737133.0,8894524.0,342.0,274.0,52.57,57.84
2026-03-24T09:45:00Z,UPF,upf-01,,,,,,14811493.0,10865910.0,489.0,393.0,50.25,50.97
2026-03-24T10:00:00Z,UPF,upf-01,,,,,,14468471.0,10591836.0,176.0,172.0,53.05,55.32
2026-03-24T09:30:00Z,UPF,upf-02,,,,,,14449170.0,10901497.0,821.0,428.0,46.53,67.4
2026-03-24T09:45:00Z,UPF,upf-02,,,,,,13033194.0,8960552.0,290.0,56.0,51.88,59.14
2026-03-24T10:00:00Z,UPF,upf-02,,,,,,13917295.0,11097559.0,619.0,486.0,47.01,67.66
2026-03-24T10:00:00Z,AMF,amf-01,6187.0,6149.0,,,,,,,,76.26,45.78
2026-03-24T10:15:00Z,AMF,amf-01,5773.0,5642.0,,,,,,,,75.38,39.14
2026-03-24T10:30:00Z,AMF,amf-01,4924.0,4842.0,,,,,,,,85.49,45.99
2026-03-24T10:00:00Z,AMF,amf-02,5460.0,5342.0,,,,,,,,60.71,62.1
2026-03-24T10:15:00Z,AMF,amf-02,4081.0,4045.0,,,,,,,,69.46,65.92
2026-03-24T10:30:00Z,AMF,amf-02,4844.0,4814.0,,,,,,,,71.14,67.94
2026-03-24T10:00:00Z,SMF,smf-01,,,6407.0,6359.0,356.0,,,,,49.83,44.68
2026-03-24T10:15:00Z,SMF,smf-01,,,6095.0,5918.0,295.0,,,,,42.42,44.94
2026-03-24T10:30:00Z,SMF,smf-01,,,6370.0,6237.0,129.0,,,,,50.55,39.23
2026-03-24T10:00:00Z,SMF,smf-02,,,5787.0,5711.0,182.0,,,,,64.6,52.54
2026-03-24T10:15:00Z,SMF,smf-02,,,6068.0,5892.0,369.0,,,,,61.68,55.08
2026-03-24T10:30:00Z,SMF,smf-02,,,7220.0,6980.0,342.0,,,,,69.35,53.72
2026-03-24T10:00:00Z,UPF,upf-01,,,,,,9576982.0,7366378.0,604.0,324.0,73.2,50.49
2026-03-24T10:15:00Z,UPF,upf-01,,,,,,11889186.0,7796000.0,293.0,443.0,66.09,49.37
2026-03-24T10:30:00Z,UPF,upf-01,,,,,,11639181.0,7726285.0,720.0,87.0,76.17,54.72
2026-03-24T10:00:00Z,UPF,upf-02,,,,,,14083558.0,10147771.0,869.0,234.0,50.15,67.94
2026-03-24T10:15:00Z,UPF,upf-02,,,,,,11082460.0,8742625.0,761.0,243.0,48.89,75.96
2026-03-24T10:30:00Z,UPF,upf-02,,,,,,13584966.0,9798082.0,790.0,377.0,45.28,69.13
2026-03-24T10:30:00Z,AMF,amf-01,5852.0,5809.0,,,,,,,,56.89,69.29
2026-03-24T10:45:00Z,AMF,amf-01,4792.0,4733.0,,,,,,,,64.35,70.25
2026-03-24T11:00:00Z,AMF,amf-01,4668.0,4588.0,,,,,,,,53.78,64.5
2026-03-24T10:30:00Z,AMF,amf-02,5895.0,5724.0,,,,,,,,58.87,71.78
2026-03-24T10:45:00Z,AMF,amf-02,5832.0,5716.0,,,,,,,,63.46,73.03
2026-03-24T11:00:00Z,AMF,amf-02,3998.0,3972.0,,,,,,,,64.77,65.3
2026-03-24T10:30:00Z,SMF,smf-01,,,6482.0,6338.0,,,,,,62.95,38.32
2026-03-24T10:45:00Z,SMF,smf-01,,,8418.0,8263.0,303.0,,,,,53.2,43.78
2026-03-24T11:00:00Z,SMF,smf-01,,,5263.0,5151.0,360.0,,,,,58.83,45.75
2026-03-24T10:30:00Z,SMF,smf-02,,,,7638.0,167.0,,,,,44.21,58.09
2026-03-24T10:45:00Z,SMF,smf-02,,,6365.0,6189.0,337.0,,,,,45.36,50.73
2026-03-24T11:00:00Z,SMF,smf-02,,,5489.0,5374.0,328.0,,,,,41.32,58.68
2026-03-24T10:30:00Z,UPF,upf-01,,,,,,13243347.0,7986660.0,786.0,222.0,53.01,48.55
2026-03-24T10:45:00Z,UPF,upf-01,,,,,,12044724.0,8567882.0,436.0,426.0,50.35,42.36
2026-03-24T11:00:00Z,UPF,upf-01,,,,,,14904363.0,10243748.0,804.0,189.0,50.09,48.04
2026-03-24T10:30:00Z,UPF,upf-02,,,,,,12004297.0,8746485.0,728.0,304.0,71.54,41.38
2026-03-24T10:45:00Z,UPF,upf-02,,,,,,11124244.0,8620046.0,697.0,401.0,61.44,43.84
2026-03-24T11:00:00Z,UPF,upf-02,,245.0,,,,12338715.0,7524841.0,983.0,156.0,63.72,41.43
2026-03-24T11:00:00Z,AMF,amf-01,4096.0,4046.0,,,,,,,,39.03,52.14
2026-03-24T11:15:00Z,AMF,amf-01,4266.0,4173.0,,,,,,,,40.76,51.17
2026-03-24T11:30:00Z,AMF,amf-01,3976.0,3889.0,,,971.0,,,,,38.13,51.1
2026-03-24T11:00:00Z,AMF,amf-02,4169.0,4054.0,,,,,,,,82.72,43.76
2026-03-24T11:15:00Z,AMF,amf-02,5820.0,5693.0,,,,,,,,74.16,45.25
2026-03-24T11:30:00Z,AMF,amf-02,4200.0,4076.0,,,,,,,,79.52,48.82
2026-03-24T11:00:00Z,SMF,smf-01,,,8055.0,7818.0,330.0,,,,,68.63,56.99
2026-03-24T11:15:00Z,SMF,smf-01,,,5165.0,5008.0,243.0,,,,,68.74,59.16
2026-03-24T11:30:00Z,SMF,smf-01,,,5940.0,5857.0,,,,,,59.38,56.59
2026-03-24T11:00:00Z,SMF,smf-02,,,4981.0,4851.0,262.0,,,,,37.78,69.81
2026-03-24T11:15:00Z,SMF,smf-02,,,7075.0,6881.0,282.0,,,,,38.03,70.6
2026-03-24T11:30:00Z,SMF,smf-02,,,7066.0,6884.0,166.0,,,,,41.97,65.64
2026-03-24T11:00:00Z,UPF,upf-01,,,,,,14262233.0,10102224.0,807.0,278.0,46.72,69.25
2026-03-24T11:15:00Z,UPF,upf-01,,,,,,10596245.0,7817717.0,219.0,134.0,52.69,70.2
2026-03-24T11:30:00Z,UPF,upf-01,,,,,,12583201.0,7794398.0,878.0,147.0,46.45,63.01
2026-03-24T11:00:00Z,UPF,upf-02,,,,,,12505913.0,7913074.0,690.0,109.0,62.27,43.59
2026-03-24T11:15:00Z,UPF,upf-02,,,,,,14420857.0,8910288.0,975.0,217.0,57.1,45.21
2026-03-24T11:30:00Z,UPF,upf-02,,,,,,10046320.0,7979169.0,590.0,70.0,60.31,44.41
2026-03-24T11:30:00Z,AMF,amf-01,5358.0,5217.0,,,,,,,,78.78,57.49
2026-03-24T11:45:00Z,AMF,amf-01,5221.0,5172.0,,,,,,,,73.32,58.9
2026-03-24T12:00:00Z,AMF,amf-01,4703.0,4677.0,,,,,,,,80.2,58.96
2026-03-24T11:30:00Z,AMF,amf-02,4495.0,4453.0,,,,,,,,63.31,63.95
2026-03-24T11:45:00Z,AMF,amf-02,4338.0,4281.0,,,,,,,,73.97,61.46
2026-03-24T12:00:00Z,AMF,amf-02,3961.0,3922.0,,,,,,,,74.04,61.49
2026-03-24T11:30:00Z,SMF,smf-01,,,6836.0,6707.0,248.0,,,,,72.31,41.1
2026-03-24T11:45:00Z,SMF,smf-01,,,6286.0,6214.0,334.0,,,,,83.01,48.32
2026-03-24T12:00:00Z,SMF,smf-01,,,6790.0,6602.0,329.0,,,,,77.42,46.7
2026-03-24T11:30:00Z,SMF,smf-02,,,5841.0,5704.0,166.0,,,,,74.29,48.57
2026-03-24T11:45:00Z,SMF,smf-02,,,7387.0,7280.0,117.0,,,,,74.65,50.79
2026-03-24T12:00:00Z,SMF,smf-02,,,6045.0,5956.0,234.0,,,,,76.76,51.57
2026-03-24T11:30:00Z,UPF,upf-01,,,,,,10271007.0,6554298.0,2436.0,2672.0,81.09,66.09
2026-03-24T11:45:00Z,UPF,upf-01,,,,,,12615931.0,9964419.0,325.0,55.0,77.99,73.19
2026-03-24T12:00:00Z,UPF,upf-01,449.0,,,,,11669674.0,9217939.0,1501.0,2815.0,86.87,66.4
2026-03-24T11:30:00Z,UPF,upf-02,,,,,,11425365.0,8856215.0,772.0,482.0,56.01,45.74
2026-03-24T11:45:00Z,UPF,upf-02,,,,,,14698489.0,11552437.0,323.0,73.0,57.61,47.19
2026-03-24T12:00:00Z,UPF,upf-02,,,,,,14276145.0,11074876.0,990.0,396.0,60.35,46.52
2026-03-24T12:00:00Z,AMF,amf-01,5410.0,5276.0,,,,,,,,50.52,37.51
2026-03-24T12:15:00Z,AMF,amf-01,4267.0,4153.0,,,,,,,,46.07,39.43
2026-03-24T12:30:00Z,AMF,amf-01,4730.0,4615.0,,,,,,,,47.03,39.53
2026-03-24T12:00:00Z,AMF,amf-02,4586.0,4473.0,,,,,,,,44.98,53.43
2026-03-24T12:15:00Z,AMF,amf-02,5148.0,5004.0,,,,,,,,45.54,56.87
2026-03-24T12:30:00Z,AMF,amf-02,5509.0,5432.0,,,,,,,,47.54,50.93
2026-03-24T12:00:00Z,SMF,smf-01,,,6070.0,5899.0,274.0,,,,,60.77,58.1
2026-03-24T12:15:00Z,SMF,smf-01,,,6308.0,6256.0,183.0,,,,,63.54,62.79
2026-03-24T12:30:00Z,SMF,smf-01,,,6139.0,5987.0,345.0,,,,,60.1,63.18
2026-03-24T12:00:00Z,SMF,smf-02,,,6086.0,5973.0,247.0,,,,,40.62,44.21
2026-03-24T12:15:00Z,SMF,smf-02,,,6613.0,6445.0,127.0,,,,,41.83,50.02
2026-03-24T12:30:00Z,SMF,smf-02,,,7182.0,7112.0,327.0,,,,,41.37,49.78
2026-03-24T12:00:00Z,UPF,upf-01,,,,,,13310361.0,10387672.0,867.0,74.0,78.02,58.78
2026-03-24T12:15:00Z,UPF,upf-01,,,,,,9961208.0,7120504.0,633.0,352.0,76.85,59.53
2026-03-24T12:30:00Z,UPF,upf-01,,,,,,12156021.0,7703661.0,1110.0,993.0,81.49,66.67
2026-03-24T12:00:00Z,UPF,upf-02,,,,,,13854151.0,9260110.0,118.0,85.0,69.96,59.13
2026-03-24T12:15:00Z,UPF,upf-02,,,,,,10149046.0,6412048.0,290.0,315.0,78.69,60.9
2026-03-24T12:30:00Z,UPF,upf-02,,,,,,13211575.0,8091783.0,868.0,304.0,72.99,62.71
2026-03-24T12:30:00Z,AMF,amf-01,5167.0,5113.0,,,,,,,,69.72,47.48
2026-03-24T12:45:00Z,AMF,amf-01,4288.0,4213.0,,,,,,,,68.68,44.13
2026-03-24T13:00:00Z,AMF,amf-01,4310.0,4280.0,,,,,,,,76.4,47.28
2026-03-24T12:30:00Z,AMF,amf-02,5132.0,5002.0,,,,,,,,62.3,59.17
2026-03-24T12:45:00Z,AMF,amf-02,5743.0,5709.0,,,,,,,,61.62,62.77
2026-03-24T13:00:00Z,AMF,amf-02,4134.0,4110.0,,,,,,,,54.51,60.58
2026-03-24T12:30:00Z,SMF,smf-01,,,5384.0,5300.0,155.0,,,,,53.5,72.19
2026-03-24T12:45:00Z,SMF,smf-01,,,5370.0,5197.0,138.0,,,,,55.91,75.21
2026-03-24T13:00:00Z,SMF,smf-01,,,5104.0,4976.0,200.0,,,,,52.14,81.5
2026-03-24T12:30:00Z,SMF,smf-02,,,6777.0,6694.0,225.0,,,,,79.23,67.23
2026-03-24T12:45:00Z,SMF,smf-02,,,7533.0,7259.0,262.0,,,,,69.3,72.2
2026-03-24T13:00:00Z,SMF,smf-02,,,7761.0,7667.0,172.0,,,,,83.14,69.34
2026-03-24T12:30:00Z,UPF,upf-01,,,,,,12041927.0,8614119.0,315.0,62.0,75.13,61.5
2026-03-24T12:45:00Z,UPF,upf-01,,,,,,12940784.0,9423688.0,562.0,235.0,74.06,63.08
2026-03-24T13:00:00Z,UPF,upf-01,,,,,,12943534.0,9880884.0,3472.0,1277.0,84.64,63.83
2026-03-24T12:30:00Z,UPF,upf-02,,,,,,12980107.0,9254162.0,2323.0,2784.0,83.56,46.92
2026-03-24T12:45:00Z,UPF,upf-02,,,,,,14045596.0,8602004.0,4077.0,2937.0,82.5,41.81
2026-03-24T13:00:00Z,UPF,upf-02,,,,,,15705897.0,10335803.0,495.0,77.0,79.43,42.86
2026-03-24T13:00:00Z,AMF,amf-01,4824.0,4763.0,,,,,,,,44.25,44.63
2026-03-24T13:15:00Z,AMF,amf-01,4170.0,4086.0,,,,,,,,51.77,47.44
2026-03-24T13:30:00Z,AMF,amf-01,5827.0,5760.0,,,,,,,,50.97,52.07
2026-03-24T13:00:00Z,AMF,amf-02,5888.0,5733.0,,,,,,,,83.04,80.95
2026-03-24T13:15:00Z,AMF,amf-02,4760.0,4713.0,,,,,,,,81.2,75.11
2026-03-24T13:30:00Z,AMF,amf-02,4408.0,4364.0,,185.0,,,,,,76.67,67.27
2026-03-24T13:00:00Z,SMF,smf-01,,,8186.0,8078.0,357.0,,,,,72.74,67.01
2026-03-24T13:15:00Z,SMF,smf-01,,,6419.0,6181.0,345.0,,,,,73.53,69.39
2026-03-24T13:30:00Z,SMF,smf-01,,,7363.0,7076.0,397.0,,,,,74.66,71.36
2026-03-24T13:00:00Z,SMF,smf-02,,,5649.0,5555.0,363.0,,,,,52.51,65.95
2026-03-24T13:15:00Z,SMF,smf-02,,,5522.0,5398.0,173.0,,,,,58.19,69.02
2026-03-24T13:30:00Z,SMF,smf-02,,,7289.0,7085.0,356.0,,,,,54.86,67.37
2026-03-24T13:00:00Z,UPF,upf-01,,,,,,11678392.0,7622857.0,553.0,378.0,41.14,59.72
2026-03-24T13:15:00Z,UPF,upf-01,,,,,,13909673.0,9881086.0,471.0,343.0,44.94,56.12
2026-03-24T13:30:00Z,UPF,upf-01,,,,,,14448234.0,10621702.0,401.0,375.0,45.83,65.06
2026-03-24T13:00:00Z,UPF,upf-02,,,,,,13663026.0,8354627.0,964.0,437.0,49.19,57.31
2026-03-24T13:15:00Z,UPF,upf-02,,,,,,10874611.0,7536866.0,230.0,473.0,49.71,56.28
2026-03-24T13:30:00Z,UPF,upf-02,,,,,,13129105.0,7993839.0,903.0,242.0,55.78,62.12
2026-03-24T13:30:00Z,AMF,amf-01,5831.0,,,,,,,,,62.01,65.42
2026-03-24T13:45:00Z,AMF,amf-01,5044.0,4928.0,,,,,,,,67.68,66.92
2026-03-24T14:00:00Z,AMF,amf-01,4270.0,4193.0,,,,,,,,68.35,63.16
2026-03-24T13:30:00Z,AMF,amf-02,5637.0,5535.0,,,,,,,,59.02,43.7
2026-03-24T13:45:00Z,AMF,amf-02,4970.0,4896.0,,,,,,,,56.5,44.34
2026-03-24T14:00:00Z,AMF,amf-02,5692.0,5614.0,,,,,,,,50.48,41.54
2026-03-24T13:30:00Z,SMF,smf-01,,,5312.0,5200.0,192.0,,,,,57.45,62.48
2026-03-24T13:45:00Z,SMF,smf-01,,,6197.0,6004.0,158.0,,,,,59.55,61.57
2026-03-24T14:00:00Z,SMF,smf-01,,,6550.0,6385.0,324.0,,,,,58.13,60.71
2026-03-24T13:30:00Z,SMF,smf-02,,,6185.0,6024.0,176.0,,,,,67.65,45.16
2026-03-24T13:45:00Z,SMF,smf-02,,,6887.0,6815.0,118.0,,,,,69.48,44.98
2026-03-24T14:00:00Z,SMF,smf-02,,,5358.0,5326.0,202.0,,,,,68.0,47.28
2026-03-24T13:30:00Z,UPF,upf-01,,,,,,10434012.0,6411296.0,4905.0,1796.0,80.98,44.44
2026-03-24T13:45:00Z,UPF,upf-01,,,,,,10924043.0,6872368.0,147.0,102.0,69.6,46.48
2026-03-24T14:00:00Z,UPF,upf-01,,,,,,10712662.0,8516428.0,149.0,70.0,71.92,40.11
2026-03-24T13:30:00Z,UPF,upf-02,,,,,,9876069.0,6832186.0,3925.0,624.0,80.0,37.89
2026-03-24T13:45:00Z,UPF,upf-02,,,,,,10356915.0,7930156.0,873.0,313.0,76.02,44.31
2026-03-24T14:00:00Z,UPF,upf-02,,,,,,11997220.0,8845733.0,4042.0,1931.0,81.85,41.61
2026-03-24T14:00:00Z,AMF,amf-01,5281.0,5170.0,,,,,,,,58.19,54.68
2026-03-24T14:15:00Z,AMF,amf-01,4453.0,4428.0,,,,,,,,66.35,53.54
2026-03-24T14:30:00Z,AMF,amf-01,4086.0,4025.0,,,,,,,,65.78,54.85
2026-03-24T14:00:00Z,AMF,amf-02,4858.0,4772.0,,,,,,,,61.94,44.01
2026-03-24T14:15:00Z,AMF,amf-02,5261.0,5189.0,,,,,,,,69.6,43.61
2026-03-24T14:30:00Z,AMF,amf-02,5463.0,5312.0,,,,,,,,68.42,49.09
2026-03-24T14:00:00Z,SMF,smf-01,,,7603.0,7371.0,214.0,,,,,65.37,59.75
2026-03-24T14:15:00Z,SMF,smf-01,,,7606.0,7549.0,244.0,,,,,54.84,66.35
2026-03-24T14:30:00Z,SMF,smf-01,,,4760.0,4733.0,139.0,,,,,58.57,63.84
2026-03-24T14:00:00Z,SMF,smf-02,,,4804.0,4683.0,220.0,,,,,52.39,52.42
2026-03-24T14:15:00Z,SMF,smf-02,,,6007.0,5879.0,121.0,,,,,44.93,57.54
2026-03-24T14:30:00Z,SMF,smf-02,,,7034.0,6888.0,209.0,,,,,53.97,55.58
2026-03-24T14:00:00Z,UPF,upf-01,,,,,,12847490.0,8803512.0,460.0,237.0,39.26,50.32
2026-03-24T14:15:00Z,UPF,upf-01,,,,,,10496253.0,6476246.0,443.0,358.0,44.15,48.75
2026-03-24T14:30:00Z,UPF,upf-01,,,,,,12284974.0,9340887.0,663.0,435.0,39.24,46.98
2026-03-24T14:00:00Z,UPF,upf-02,,,,,,15110389.0,11453258.0,328.0,119.0,60.42,48.26
2026-03-24T14:15:00Z,UPF,upf-02,,,,,,14916125.0,10855583.0,614.0,90.0,53.6,51.74
2026-03-24T14:30:00Z,UPF,upf-02,,,,,,13978978.0,10842568.0,945.0,359.0,53.68,44.14
2026-03-24T14:30:00Z,AMF,amf-01,4979.0,4938.0,,,,,,,,72.67,61.14
2026-03-24T14:45:00Z,AMF,amf-01,5087.0,5024.0,,,,,,,,70.46,60.75
2026-03-24T15:00:00Z,AMF,amf-01,4835.0,4732.0,,,,,,,,68.81,71.04
2026-03-24T14:30:00Z,AMF,amf-02,5333.0,5232.0,,,,,,,,48.84,55.32
2026-03-24T14:45:00Z,AMF,amf-02,4642.0,4606.0,,,,,,,,54.5,61.87
2026-03-24T15:00:00Z,AMF,amf-02,5660.0,5559.0,,,,,,,,54.1,55.32
2026-03-24T14:30:00Z,SMF,smf-01,,,6256.0,6184.0,342.0,,,,,55.82,50.76
2026-03-24T14:45:00Z,SMF,smf-01,,,7314.0,7113.0,346.0,,,,,56.61,44.43
2026-03-24T15:00:00Z,SMF,smf-01,,,6908.0,6669.0,303.0,,,,,57.14,43.94
2026-03-24T14:30:00Z,SMF,smf-02,,,8514.0,8276.0,307.0,,,,,57.17,56.92
2026-03-24T14:45:00Z,SMF,smf-02,,,8147.0,8072.0,312.0,,,,,57.24,55.04
2026-03-24T15:00:00Z,SMF,smf-02,,,5601.0,5480.0,151.0,,,,,52.21,62.43
2026-03-24T14:30:00Z,UPF,upf-01,,,,,,14336872.0,9883540.0,412.0,487.0,50.16,60.11
2026-03-24T14:45:00Z,UPF,upf-01,,,247.0,,,14802716.0,8940914.0,120.0,200.0,46.32,62.76
2026-03-24T15:00:00Z,UPF,upf-01,,,,,,14998233.0,10732083.0,154.0,397.0,53.38,63.7
2026-03-24T14:30:00Z,UPF,upf-02,,,,,,,7866528.0,402.0,380.0,45.82,52.82
2026-03-24T14:45:00Z,UPF,upf-02,,,,,,11987469.0,8693320.0,904.0,56.0,45.81,58.51
2026-03-24T15:00:00Z,UPF,upf-02,,,,,,11138638.0,6741908.0,150.0,74.0,47.07,54.49
2026-03-24T15:00:00Z,AMF,amf-01,4716.0,4625.0,,,,,,,,71.49,58.17
2026-03-24T15:15:00Z,AMF,amf-01,4984.0,4844.0,,,,,,,,62.71,57.89
2026-03-24T15:30:00Z,AMF,amf-01,4410.0,4331.0,,,,,,,,73.99,60.51
2026-03-24T15:00:00Z,AMF,amf-02,4833.0,4704.0,,,,,,,,57.37,43.65
2026-03-24T15:15:00Z,AMF,amf-02,5519.0,5486.0,,,,,,,,62.0,39.43
2026-03-24T15:30:00Z,AMF,amf-02,4818.0,4734.0,,,,,,,,62.01,38.56
2026-03-24T15:00:00Z,SMF,smf-01,,,7339.0,7271.0,367.0,,,,,38.5,44.24
2026-03-24T15:15:00Z,SMF,smf-01,,,6678.0,6528.0,308.0,,,,,41.83,42.73
2026-03-24T15:30:00Z,SMF,smf-01,,,6419.0,6245.0,326.0,,,,,41.04,48.57
2026-03-24T15:00:00Z,SMF,smf-02,,,6673.0,6605.0,243.0,,,,,69.01,62.74
